dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1594515600,2020-07-12 01:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,71.19,71.2,66.97,77.72,1012,,,68,5.01,306,0.76,,,,75,521,Rain,shower rain,09d
1594519200,2020-07-12 02:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,68.47,68.63,64.74,73.78,1012,,,77,1.01,296,,,,,20,801,Clouds,few clouds,02n
1594522800,2020-07-12 03:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,67.48,67.69,64.35,71.98,1013,,,80,1.99,256,,0.8,,,20,500,Rain,light rain,10n
1594526400,2020-07-12 04:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.76,67.03,64.11,70.48,1013,,,83,1.01,327,,,,,20,801,Clouds,few clouds,02n
1594530000,2020-07-12 05:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.29,66.7,63.14,70.18,1013,,,87,0,0,,,,,20,801,Clouds,few clouds,02n
1594533600,2020-07-12 06:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.67,67.12,63.21,70.29,1013,,,87,1.99,345,,,,,20,801,Clouds,few clouds,02n
1594537200,2020-07-12 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.96,67.35,63.21,69.49,1013,,,85,1.01,35,,,,,1,800,Clear,sky is clear,01n
1594540800,2020-07-12 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.9,67.19,63.21,69.42,1013,,,83,1.01,38,,,,,1,800,Clear,sky is clear,01n
1594544400,2020-07-12 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,65.82,66,62.35,68.05,1014,,,83,1.99,47,0.25,,,,1,500,Rain,light rain,10n
1594548000,2020-07-12 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,64.83,64.92,61.5,67.37,1014,,,83,1.01,52,,,,,1,800,Clear,sky is clear,01n
1594551600,2020-07-12 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,63.95,63.95,60.51,66.25,1015,,,83,5.82,350,,,,,1,800,Clear,sky is clear,01d
1594555200,2020-07-12 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,64.81,64.9,60.51,67.15,1015,,,83,1.01,336,,,,,1,800,Clear,sky is clear,01d
1594558800,2020-07-12 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,67.78,67.93,62.51,70.07,1015,,,78,1.01,38,,,,,1,800,Clear,sky is clear,01d
1594562400,2020-07-12 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,71.29,71.51,65.75,75.99,1015,,,72,1.99,41,,,,,1,800,Clear,sky is clear,01d
1594566000,2020-07-12 15:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.46,74.62,69.75,79,1015,,,64,5.01,5,,,,,1,800,Clear,sky is clear,01d
1594569600,2020-07-12 16:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,76.89,76.91,72.18,79.38,1015,,,56,4,360,,,,,20,801,Clouds,few clouds,02d
1594573200,2020-07-12 17:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,78.44,78.42,74.17,80.83,1015,,,52,5.99,355,,,,,20,801,Clouds,few clouds,02d
1594576800,2020-07-12 18:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,80.11,80.91,76.17,82.38,1014,,,50,4,286,,,,,40,802,Clouds,scattered clouds,03d
1594580400,2020-07-12 19:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,81.05,81.66,77.72,84.38,1014,,,49,5.99,56,,,,,40,802,Clouds,scattered clouds,03d
1594584000,2020-07-12 20:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,82.13,82.47,77.72,85.71,1014,,,47,1.99,330,,,,,75,803,Clouds,broken clouds,04d
1594587600,2020-07-12 21:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,82.69,82.74,79.29,85.06,1013,,,45,1.99,128,,,,,40,802,Clouds,scattered clouds,03d
1594591200,2020-07-12 22:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,83.03,83.08,80.2,86.11,1013,,,45,1.01,120,,,,,40,802,Clouds,scattered clouds,03d
1594594800,2020-07-12 23:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,81.72,82.06,78.51,85.55,1013,,,47,1.99,69,,,,,40,802,Clouds,scattered clouds,03d
1594598400,2020-07-13 00:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,80.78,81.41,77.14,84.49,1013,,,49,6.93,160,,,,,75,803,Clouds,broken clouds,04d
1594602000,2020-07-13 01:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.23,79.23,76.5,82.63,1013,,,53,1.01,213,,,,,75,803,Clouds,broken clouds,04d
1594605600,2020-07-13 02:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,76.86,77.02,72.45,79.38,1013,,,59,1.01,146,,,,,75,803,Clouds,broken clouds,04n
1594609200,2020-07-13 03:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.19,74.37,69.3,77.72,1013,,,65,5.82,150,,,,,40,802,Clouds,scattered clouds,03n
1594612800,2020-07-13 04:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,72.27,72.43,67.33,75.29,1013,,,69,1.01,151,,,,,40,802,Clouds,scattered clouds,03n
1594616400,2020-07-13 05:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,71.24,71.46,65.52,73.47,1013,,,72,1.01,92,,,,,20,801,Clouds,few clouds,02n
1594620000,2020-07-13 06:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,69.87,70.12,65.14,72.37,1014,,,76,1.01,165,,,,,20,801,Clouds,few clouds,02n
1594623600,2020-07-13 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,68.59,68.86,64.13,70.38,1013,,,79,1.01,196,,,,,20,801,Clouds,few clouds,02n
1594627200,2020-07-13 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,67.46,67.77,62.35,69.87,1013,,,82,1.01,139,,,,,20,801,Clouds,few clouds,02n
1594630800,2020-07-13 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.34,66.63,62.35,68.38,1013,,,84,3.36,120,,,,,20,801,Clouds,few clouds,02n
1594634400,2020-07-13 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,65.32,65.59,61.34,67.48,1014,,,86,4.7,130,,,,,20,801,Clouds,few clouds,02n
1594638000,2020-07-13 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,64.74,65.01,61.14,66.72,1014,,,87,3.36,150,,,,,20,801,Clouds,few clouds,02d
1594641600,2020-07-13 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.38,66.81,62.46,68.49,1014,,,87,1.99,130,,,,,20,801,Clouds,few clouds,02d
1594645200,2020-07-13 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,69.87,70.27,66.29,73.26,1014,,,79,1.01,117,,,,,40,802,Clouds,scattered clouds,03d
1594648800,2020-07-13 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,73.92,74.3,70.52,77.72,1014,,,70,1.99,236,,,,,40,802,Clouds,scattered clouds,03d
1594652400,2020-07-13 15:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.68,78.06,74.88,80.83,1014,,,62,3,239,,,,,40,802,Clouds,scattered clouds,03d
1594656000,2020-07-13 16:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.63,79.63,75.15,82.26,1013,,,59,5.01,213,,,,,40,802,Clouds,scattered clouds,03d
1594659600,2020-07-13 17:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,81.46,83.21,77.72,84.56,1013,,,57,7,144,,,,,40,802,Clouds,scattered clouds,03d
1594663200,2020-07-13 18:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,82.85,84.65,79.75,86.11,1012,,,55,5.01,226,,,,,20,801,Clouds,few clouds,02d
1594666800,2020-07-13 19:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,83.89,85.87,81.14,87.28,1011,,,54,8.01,242,,,,,20,801,Clouds,few clouds,02d
1594670400,2020-07-13 20:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,84.67,86.74,81.14,88.3,1011,,,53,8.01,214,,,,,20,801,Clouds,few clouds,02d
1594674000,2020-07-13 21:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,84.31,86.47,81.45,87.39,1011,,,54,7,223,,,,,40,802,Clouds,scattered clouds,03d
1594677600,2020-07-13 22:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,84.29,86.68,81.88,87.28,1010,,,55,7,238,,,,,75,803,Clouds,broken clouds,04d
1594681200,2020-07-13 23:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,83.93,86.4,81.45,85.71,1009,,,56,7,242,,,,,75,803,Clouds,broken clouds,04d
1594684800,2020-07-14 00:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,82.67,85.21,80.46,84.58,1009,,,59,4,211,,,,,75,803,Clouds,broken clouds,04d
1594688400,2020-07-14 01:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,81.72,83.86,79.45,83.37,1009,,,59,5.99,232,,,,,75,803,Clouds,broken clouds,04d
1594692000,2020-07-14 02:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,80.31,82.44,77.45,82.78,1010,,,62,5.01,286,,,,,90,804,Clouds,overcast clouds,04n
1594695600,2020-07-14 03:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.34,79.34,77.72,80.98,1009,,,65,5.01,211,,,,,75,803,Clouds,broken clouds,04n
1594699200,2020-07-14 04:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,78.4,79.09,76.44,79.48,1008,,,67,8.01,305,,,,,75,803,Clouds,broken clouds,04n
1594702800,2020-07-14 05:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,78.08,78.75,76.28,79.38,1009,,,67,5.99,229,,,,,90,804,Clouds,overcast clouds,04n
1594706400,2020-07-14 06:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.85,78.53,75.45,79.21,1009,,,68,4,253,2,,,,75,501,Rain,moderate rain,10n
1594710000,2020-07-14 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.14,77.9,75.31,79.18,1008,,,71,5.01,226,0.38,,,,75,211,Thunderstorm,thunderstorm,11n
1594710000,2020-07-14 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.14,77.9,75.31,79.18,1008,,,71,5.01,226,0.38,,,,75,500,Rain,light rain,10n
1594713600,2020-07-14 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,75.78,76.62,73.13,79.03,1009,,,76,1.99,273,1.07,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1594713600,2020-07-14 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,75.78,76.62,73.13,79.03,1009,,,76,1.99,273,1.07,,,,90,501,Rain,moderate rain,10n
1594717200,2020-07-14 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,75.96,76.78,73.4,78.24,1008,,,75,3,283,,1.5,,,40,500,Rain,light rain,10n
1594720800,2020-07-14 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,75.38,76.19,72.88,77.72,1008,,,76,1.99,296,,,,,75,803,Clouds,broken clouds,04n
1594724400,2020-07-14 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.95,75.85,72.88,76.48,1009,,,79,1.99,305,,,,,75,803,Clouds,broken clouds,04d
1594728000,2020-07-14 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.82,75.87,72.88,76.1,1009,,,82,8.01,360,,,,,90,500,Rain,light rain,10d
1594731600,2020-07-14 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,72.77,73.92,71.19,74.71,1009,,,89,5.99,36,3.8,,,,90,501,Rain,moderate rain,10d
1594735200,2020-07-14 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,72.66,73.76,71.11,75.25,1009,,,88,1.01,350,0.25,,,,90,500,Rain,light rain,10d
1594735200,2020-07-14 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,72.66,73.76,71.11,75.25,1009,,,88,1.01,350,0.25,,,,90,211,Thunderstorm,proximity thunderstorm,11d
1594738800,2020-07-14 15:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,73.72,74.98,72.19,75.31,1010,,,89,1.01,197,,2,,,90,500,Rain,light rain,10d
1594742400,2020-07-14 16:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.64,75.9,72.5,76.62,1011,,,87,4,298,2,,,,75,501,Rain,moderate rain,10d
1594746000,2020-07-14 17:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.5,75.54,71.19,77.05,1011,,,83,8.99,347,2,,,,90,501,Rain,moderate rain,10d
1594749600,2020-07-14 18:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.14,75.02,71.4,76.1,1012,,,80,8.01,332,5,,,,75,502,Rain,heavy intensity rain,10d
1594753200,2020-07-14 19:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,69.58,69.73,64.2,74.71,1013,,,74,8.99,338,1.02,,,,90,521,Rain,shower rain,09d
1594756800,2020-07-14 20:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,67.75,68.04,63.28,70.14,1013,,,81,5.01,62,1.83,,,,90,501,Rain,moderate rain,10d
1594760400,2020-07-14 21:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,68.52,68.59,65.34,70.56,1013,,,75,3,26,,2.3,,,90,500,Rain,light rain,10d
1594764000,2020-07-14 22:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,68.99,69.06,65.14,71.29,1013,,,74,3,343,0.35,,,,75,500,Rain,light rain,10d
1594767600,2020-07-14 23:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,70.03,70.16,66.15,73.78,1013,,,73,3,5,,,,,90,804,Clouds,overcast clouds,04d
1594771200,2020-07-15 00:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,72.05,72.19,67.44,75.58,1014,,,69,1.99,319,,,,,75,803,Clouds,broken clouds,04d
1594774800,2020-07-15 01:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,71.4,71.53,68.76,74.37,1014,,,70,5.01,15,,,,,40,802,Clouds,scattered clouds,03d
1594778400,2020-07-15 02:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,69.8,69.87,66.74,71.38,1015,,,72,1.99,14,,,,,20,801,Clouds,few clouds,02n
1594782000,2020-07-15 03:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,66.97,66.94,63.28,68.38,1016,,,76,5.82,360,,,,,20,801,Clouds,few clouds,02n
1594785600,2020-07-15 04:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,64.38,64.33,60.13,67.15,1016,,,81,3.36,40,,,,,1,800,Clear,sky is clear,01n
1594789200,2020-07-15 05:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,62.47,62.46,58.33,64.76,1016,,,86,0,0,,,,,1,800,Clear,sky is clear,01n
1594792800,2020-07-15 06:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,61.07,61.02,57.58,64.47,1016,,,88,3.36,220,,,,,1,800,Clear,sky is clear,01n
1594796400,2020-07-15 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,60.37,60.3,57.31,62.76,1016,,,89,0,0,,,,,1,800,Clear,sky is clear,01n
1594800000,2020-07-15 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,59.4,59.31,55.78,61.34,1016,,,91,0,0,,,,,1,800,Clear,sky is clear,01n
1594803600,2020-07-15 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,58.64,58.57,55.24,61.72,1015,,,93,1.01,32,,,,,1,800,Clear,sky is clear,01n
1594807200,2020-07-15 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,58.8,58.75,55.24,61.21,1017,,,93,3.36,230,,,,,1,701,Mist,mist,50n
1594810800,2020-07-15 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,57.88,57.79,55.24,60.73,1016,,,94,3.36,250,,,,,40,741,Fog,fog,50d
1594814400,2020-07-15 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,60.26,60.35,57.29,62.29,1017,,,93,3.36,230,,,,,40,701,Mist,mist,50d
1594818000,2020-07-15 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,64.04,64.47,60.53,66.38,1017,,,92,0,0,,,,,75,721,Haze,haze,50d
1594821600,2020-07-15 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,68.4,68.79,63.75,72.55,1017,,,82,1.01,221,,,,,75,803,Clouds,broken clouds,04d
1594825200,2020-07-15 15:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,70.9,71.2,66.72,74.48,1017,,,75,4,211,,,,,75,803,Clouds,broken clouds,04d
1594828800,2020-07-15 16:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.62,74.66,71.51,77.72,1017,,,61,1.99,197,,,,,75,803,Clouds,broken clouds,04d
1594832400,2020-07-15 17:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.68,77.65,74.17,80.08,1017,,,53,1.99,211,,,,,75,803,Clouds,broken clouds,04d
1594836000,2020-07-15 18:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.11,79.11,76.51,82.62,1017,,,48,1.99,132,,,,,75,803,Clouds,broken clouds,04d
1594839600,2020-07-15 19:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,78.49,78.26,75.29,81.37,1016,,,47,1.01,222,,,,,75,803,Clouds,broken clouds,04d
1594843200,2020-07-15 20:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.03,79.03,76.28,82.31,1016,,,47,3,229,,,,,75,803,Clouds,broken clouds,04d
1594846800,2020-07-15 21:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,80.15,80.47,76.44,82.74,1016,,,45,4,228,,,,,75,803,Clouds,broken clouds,04d
1594850400,2020-07-15 22:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,80.15,80.29,77.45,83.75,1015,,,43,1.99,206,,,,,40,802,Clouds,scattered clouds,03d
1594854000,2020-07-15 23:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.92,79.92,76.44,84.38,1015,,,43,1.99,211,,,,,20,801,Clouds,few clouds,02d
1594857600,2020-07-16 00:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.7,79.7,76.28,83.37,1015,,,44,3,222,,,,,20,801,Clouds,few clouds,02d
1594861200,2020-07-16 01:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.83,77.52,74.21,80.98,1015,,,47,4,241,,,,,20,801,Clouds,few clouds,02d
1594864800,2020-07-16 02:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.43,74.1,69.22,77.72,1015,,,54,1.99,214,,,,,20,801,Clouds,few clouds,02n
1594868400,2020-07-16 03:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,70.32,70.07,65.34,73.38,1016,,,64,1.01,225,,,,,20,801,Clouds,few clouds,02n
1594872000,2020-07-16 04:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,68.29,68.11,63.34,71.67,1016,,,70,1.99,157,,,,,20,801,Clouds,few clouds,02n
1594875600,2020-07-16 05:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,67.03,66.87,62.31,70.18,1016,,,73,1.01,201,,,,,1,800,Clear,sky is clear,01n
1594879200,2020-07-16 06:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,65.77,65.71,61.56,68.23,1016,,,78,1.99,224,,,,,1,800,Clear,sky is clear,01n
1594882800,2020-07-16 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,64.63,64.65,61.56,66.38,1016,,,82,1.01,223,,,,,1,800,Clear,sky is clear,01n
1594886400,2020-07-16 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,63.84,63.79,60.53,65.37,1016,,,82,1.99,228,,,,,1,800,Clear,sky is clear,01n
1594890000,2020-07-16 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,62.69,62.6,60.13,64.47,1016,,,84,5.01,295,,,,,1,800,Clear,sky is clear,01n
1594893600,2020-07-16 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,61.75,61.66,59.14,63.75,1015,,,86,5.82,180,,,,,1,800,Clear,sky is clear,01n
1594897200,2020-07-16 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,60.22,60.04,57.25,62.67,1016,,,87,3.36,230,,,,,20,801,Clouds,few clouds,02d
1594900800,2020-07-16 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,61.86,61.79,58.14,64.47,1017,,,86,1.99,288,,,,,20,801,Clouds,few clouds,02d
1594904400,2020-07-16 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,65.41,65.35,61.52,68.49,1017,,,79,3,311,,,,,20,801,Clouds,few clouds,02d
1594908000,2020-07-16 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,70.27,70.2,66.29,74.55,1016,,,68,3,225,,,,,20,801,Clouds,few clouds,02d
1594911600,2020-07-16 15:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,73.69,73.62,71.19,76.39,1017,,,61,3,286,,,,,40,802,Clouds,scattered clouds,03d
1594915200,2020-07-16 16:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,76.84,76.62,73.18,79.72,1017,,,51,4,225,,,,,20,801,Clouds,few clouds,02d
1594918800,2020-07-16 17:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.9,77.74,74.75,80.98,1016,,,50,3,225,,,,,75,803,Clouds,broken clouds,04d
1594922400,2020-07-16 18:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,80.76,80.96,77.72,83.55,1015,,,45,4,288,,,,,20,801,Clouds,few clouds,02d
1594926000,2020-07-16 19:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,82.69,82.31,80.24,84.43,1015,,,42,5.99,221,,,,,20,801,Clouds,few clouds,02d
1594929600,2020-07-16 20:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,81.81,81.88,77.72,84.72,1014,,,45,5.01,229,,,,,75,803,Clouds,broken clouds,04d
1594933200,2020-07-16 21:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,83.48,83.41,79.45,86.38,1014,,,44,4,272,,,,,75,803,Clouds,broken clouds,04d
1594936800,2020-07-16 22:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,83.73,83.84,80.24,85.28,1014,,,45,5.99,236,,,,,75,803,Clouds,broken clouds,04d
1594940400,2020-07-16 23:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,83.57,84.4,81.23,85.28,1014,,,49,7,222,,,,,75,803,Clouds,broken clouds,04d
1594944000,2020-07-17 00:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,82.72,83.93,80.29,85.17,1013,,,52,5.99,215,,,,,75,803,Clouds,broken clouds,04d
1594947600,2020-07-17 01:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,81.45,82.89,77.72,83.48,1014,,,55,3,210,,,,,75,803,Clouds,broken clouds,04d
1594951200,2020-07-17 02:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,79.03,79.03,75.45,82.24,1014,,,58,5.99,259,,,,,40,802,Clouds,scattered clouds,03n
1594954800,2020-07-17 03:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,77.34,77.65,74.28,79.48,1015,,,61,3,216,,,,,40,802,Clouds,scattered clouds,03n
1594958400,2020-07-17 04:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,75.9,76.24,72.14,77.72,1015,,,65,5.99,290,,,,,40,802,Clouds,scattered clouds,03n
1594962000,2020-07-17 05:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,74.75,75.07,71.01,77.72,1016,,,67,3,281,,,,,20,801,Clouds,few clouds,02n
1594965600,2020-07-17 06:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,73.72,74.08,70.45,75.97,1016,,,70,4,286,,,,,20,801,Clouds,few clouds,02n
1594969200,2020-07-17 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,72.7,73.09,69.85,74.48,1016,,,73,4,317,,,,,20,801,Clouds,few clouds,02n
1594972800,2020-07-17 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,72.19,72.73,67.71,74.17,1016,,,77,5.01,296,,,,,20,801,Clouds,few clouds,02n
1594976400,2020-07-17 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,71.69,72.27,66.58,73.98,1016,,,79,5.82,230,,,,,20,801,Clouds,few clouds,02n
1594980000,2020-07-17 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,70.7,71.28,67.12,72.19,1016,,,81,4.7,210,,,,,40,802,Clouds,scattered clouds,03n
1594983600,2020-07-17 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,70.09,70.7,67.14,71.67,1016,,,83,1.01,247,,,,,20,801,Clouds,few clouds,02d
1594987200,2020-07-17 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,71.19,71.96,68.52,73.08,1016,,,84,1.99,236,,,,,20,801,Clouds,few clouds,02d
1594990800,2020-07-17 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,73.53,74.39,71.49,75.49,1017,,,81,1.99,265,,,,,20,801,Clouds,few clouds,02d
1594994400,2020-07-17 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,76.89,77.95,74.5,80.38,1017,,,78,1.99,254,,,,,20,801,Clouds,few clouds,02d
