dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1551852000,2019-03-06 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.46,0.88,5.49,10.72,1024,,,76,4,299,,,,,90,804,Clouds,overcast clouds,04n
1551855600,2019-03-06 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.43,1.53,5.14,8.98,1024,,,76,3,227,,,,,75,803,Clouds,broken clouds,04n
1551859200,2019-03-06 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.9,-0.2,3.72,7.56,1024,,,79,3,304,,,,,40,802,Clouds,scattered clouds,03n
1551862800,2019-03-06 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.31,0.27,3.58,7.21,1022,,,79,3,207,,,,,75,803,Clouds,broken clouds,04n
1551866400,2019-03-06 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.75,-1.1,5.25,8.26,1022,,,79,4,292,,,,,90,804,Clouds,overcast clouds,04n
1551870000,2019-03-06 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.32,-1.93,6.01,8.98,1022,,,77,5.01,294,,,,,90,804,Clouds,overcast clouds,04n
1551873600,2019-03-06 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.75,0.07,6.49,9.37,1022,,,74,4,205,,,,,90,804,Clouds,overcast clouds,04n
1551877200,2019-03-06 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.04,-1.08,4.33,10.78,1022,,,76,5.01,293,,,,,75,803,Clouds,broken clouds,04d
1551880800,2019-03-06 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9.07,-1.07,6.13,11.71,1022,,,78,5.99,279,,,,,20,801,Clouds,few clouds,02d
1551884400,2019-03-06 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.02,4.98,9.18,14.38,1022,,,73,4,298,,,,,1,800,Clear,sky is clear,01d
1551888000,2019-03-06 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.13,15.13,12.18,16.29,1023,,,68,1.99,317,,,,,1,800,Clear,sky is clear,01d
1551891600,2019-03-06 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.23,13.75,14.76,21.38,1023,,,67,3,305,,,,,75,600,Snow,light snow,13d
1551895200,2019-03-06 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.61,14.92,17.83,23.2,1023,,,67,4,336,,,,,75,600,Snow,light snow,13d
1551898800,2019-03-06 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.51,12.85,19.02,23.72,1023,,,66,7,347,,,,,40,802,Clouds,scattered clouds,03d
1551902400,2019-03-06 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,22.23,18.27,19.63,25.3,1022,,,59,3,334,,,,,40,802,Clouds,scattered clouds,03d
1551906000,2019-03-06 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,22.3,16.86,20.17,24.35,1023,,,53,4,323,,,,,40,802,Clouds,scattered clouds,03d
1551909600,2019-03-06 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.58,17.53,19.63,23.88,1023,,,52,3,338,,,,,40,802,Clouds,scattered clouds,03d
1551913200,2019-03-06 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.57,16.39,19.02,22.71,1023,,,52,3,325,,,,,20,801,Clouds,few clouds,02d
1551916800,2019-03-07 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.91,18.91,16.77,20.17,1024,,,54,1.01,309,,,,,40,802,Clouds,scattered clouds,03d
1551920400,2019-03-07 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.19,17.19,14.34,18.72,1025,,,60,1.99,306,,,,,20,801,Clouds,few clouds,02n
1551924000,2019-03-07 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.79,14.79,11.71,17.65,1024,,,62,1.01,320,,,,,20,801,Clouds,few clouds,02n
1551927600,2019-03-07 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.15,6.3,10,15.85,1026,,,65,4,330,,,,,20,801,Clouds,few clouds,02n
1551931200,2019-03-07 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,12.27,12.27,9.28,13.87,1026,,,68,1.99,323,,,,,40,802,Clouds,scattered clouds,03n
1551934800,2019-03-07 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,10.74,10.74,6.51,12.25,1027,,,66,1.01,325,,,,,20,801,Clouds,few clouds,02n
1551938400,2019-03-07 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.98,-3.62,6.28,10.78,1027,,,67,10.36,330,,,,,1,800,Clear,sky is clear,01n
1551942000,2019-03-07 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,8.35,1.71,3.25,12.25,1027,,,70,3.44,340,,,,,1,800,Clear,sky is clear,01n
1551945600,2019-03-07 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,7.74,7.74,3.22,10.45,1028,,,71,1.01,38,,,,,1,800,Clear,sky is clear,01n
1551949200,2019-03-07 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,5.72,5.72,-0.74,7.29,1029,,,73,1.99,333,,,,,75,803,Clouds,broken clouds,04n
1551952800,2019-03-07 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,4.95,4.95,-1.97,8.65,1028,,,76,1.01,17,,,,,90,804,Clouds,overcast clouds,04n
1551956400,2019-03-07 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,3.63,-3.68,-0.47,5.07,1028,,,77,3.44,350,,,,,90,804,Clouds,overcast clouds,04n
1551960000,2019-03-07 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,3.72,3.72,-2.72,5.72,1029,,,79,1.01,35,,,,,75,803,Clouds,broken clouds,04n
1551963600,2019-03-07 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,3.43,3.43,-1.82,5.61,1029,,,80,1.01,39,,,,,75,803,Clouds,broken clouds,04d
1551967200,2019-03-07 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,6.1,6.1,1.35,8.24,1029,,,79,1.01,61,,,,,75,803,Clouds,broken clouds,04d
1551970800,2019-03-07 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,9.54,9.54,6.24,11.39,1029,,,75,1.99,82,,,,,75,803,Clouds,broken clouds,04d
1551974400,2019-03-07 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.6,13.6,9.32,15.73,1029,,,65,1.99,147,,,,,75,803,Clouds,broken clouds,04d
1551978000,2019-03-07 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.14,16.14,13.62,19.72,1029,,,60,1.01,178,,,,,75,803,Clouds,broken clouds,04d
1551981600,2019-03-07 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.41,13.95,15.42,21.38,1029,,,57,3,165,,,,,75,803,Clouds,broken clouds,04d
1551985200,2019-03-07 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.56,19.56,17.22,21.51,1028,,,56,1.99,166,,,,,75,803,Clouds,broken clouds,04d
1551988800,2019-03-07 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.24,21.24,18.45,25.25,1027,,,55,1.99,163,,,,,75,803,Clouds,broken clouds,04d
1551992400,2019-03-07 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,22.03,22.03,19.02,25.72,1026,,,54,1.99,234,,,,,40,802,Clouds,scattered clouds,03d
1551996000,2019-03-07 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.63,21.63,19.02,24.73,1025,,,54,1.01,171,,,,,75,803,Clouds,broken clouds,04d
1551999600,2019-03-07 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,21.11,17.01,19.02,23.34,1024,,,55,3,97,,,,,75,803,Clouds,broken clouds,04d
1552003200,2019-03-08 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,19.33,19.33,17.46,21.25,1024,,,55,1.01,138,,,,,75,803,Clouds,broken clouds,04d
1552006800,2019-03-08 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.88,16.88,13.24,19,1024,,,60,1.01,140,,,,,40,802,Clouds,scattered clouds,03n
1552010400,2019-03-08 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.36,6.85,8.26,17.38,1024,,,65,4.61,160,,,,,20,801,Clouds,few clouds,02n
1552014000,2019-03-08 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,13.51,13.51,8.29,16.38,1024,,,68,1.01,133,,,,,75,803,Clouds,broken clouds,04n
1552017600,2019-03-08 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,14.29,14.29,8.29,16.5,1023,,,68,1.99,136,,,,,75,803,Clouds,broken clouds,04n
1552021200,2019-03-08 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,15.58,15.58,11.64,18.55,1023,,,67,1.99,142,,,,,90,804,Clouds,overcast clouds,04n
1552024800,2019-03-08 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.07,16.07,13.28,18.55,1023,,,66,1.01,155,,,,,90,804,Clouds,overcast clouds,04n
1552028400,2019-03-08 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.47,16.47,14.29,18.55,1022,,,66,1.01,143,,,,,90,804,Clouds,overcast clouds,04n
1552032000,2019-03-08 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,16.72,16.72,14.72,19.24,1021,,,66,1.01,142,,,,,90,804,Clouds,overcast clouds,04n
1552035600,2019-03-08 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.08,17.08,15.31,19.29,1021,,,66,1.01,123,,,,,90,804,Clouds,overcast clouds,04n
1552039200,2019-03-08 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.29,17.29,15.31,19.38,1020,,,66,1.01,181,,,,,90,804,Clouds,overcast clouds,04n
1552042800,2019-03-08 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.46,17.46,15.46,19.78,1020,,,67,1.99,180,,,,,90,804,Clouds,overcast clouds,04n
1552046400,2019-03-08 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.64,17.64,16.14,19.78,1020,,,67,1.01,146,,,,,90,804,Clouds,overcast clouds,04n
1552050000,2019-03-08 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,17.8,17.8,15.76,19.78,1020,,,68,1.01,115,,,,,90,804,Clouds,overcast clouds,04d
1552053600,2019-03-08 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,18.77,18.77,17.35,20.55,1020,,,68,1.01,127,,,,,90,804,Clouds,overcast clouds,04d
1552057200,2019-03-08 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,20.7,16.54,19.02,22.39,1020,,,69,3,189,,,,,90,804,Clouds,overcast clouds,04d
1552060800,2019-03-08 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,23.63,18.41,21.54,25.39,1019,,,68,4,194,,,,,90,804,Clouds,overcast clouds,04d
1552064400,2019-03-08 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,27.01,27.01,23.45,31.55,1019,,,67,1.99,298,,,0.25,,90,600,Snow,light snow,13d
1552068000,2019-03-08 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.87,24.46,26.22,31.87,1018,,,67,4,194,,,,,1,800,Clear,sky is clear,01d
1552071600,2019-03-08 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.79,26.67,29.28,32.4,1018,,,67,4,202,,,,,20,801,Clouds,few clouds,02d
1552075200,2019-03-08 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.9,32.9,29.82,35.98,1017,,,66,1.99,206,,,,,20,801,Clouds,few clouds,02d
1552078800,2019-03-08 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.19,29.44,31.44,35.2,1017,,,67,4,181,0.25,,,,20,500,Rain,light rain,10d
1552082400,2019-03-08 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.71,30.06,32.49,34.88,1017,,,66,4,165,,,,,40,802,Clouds,scattered clouds,03d
1552086000,2019-03-08 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.65,28.81,31.23,34.18,1017,,,70,4,167,,,,,90,721,Haze,haze,50d
1552089600,2019-03-09 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.28,31.28,29.44,32.52,1017,,,75,1.99,147,,,,,90,721,Haze,haze,50d
1552093200,2019-03-09 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.33,27.43,28.72,32.38,1017,,,80,3,155,,,,,90,721,Haze,haze,50n
1552096800,2019-03-09 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.73,26.76,28.29,31.55,1016,,,83,3,146,,,,,90,721,Haze,haze,50n
1552100400,2019-03-09 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.75,29.75,27.72,31.55,1016,,,83,1.99,144,,,,,90,721,Haze,haze,50n
1552104000,2019-03-09 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.15,30.15,27.72,32.38,1016,,,84,1.99,147,,,,,90,721,Haze,haze,50n
1552107600,2019-03-09 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.36,30.36,28.02,32.38,1016,,,84,1.01,142,,,,,90,721,Haze,haze,50n
1552111200,2019-03-09 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.43,30.43,28.13,32.38,1015,,,85,1.01,135,,,,,90,701,Mist,mist,50n
1552114800,2019-03-09 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.43,30.43,27.72,32.56,1015,,,84,1.99,124,,,,,90,721,Haze,haze,50n
1552118400,2019-03-09 08:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.18,30.18,28.13,32.56,1014,,,85,1.99,128,,,,,90,721,Haze,haze,50n
1552122000,2019-03-09 09:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,29.66,29.66,27.72,32.56,1013,,,87,1.99,142,,,,,40,701,Mist,mist,50n
1552125600,2019-03-09 10:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.13,28.13,26.29,31.1,1012,,,87,1.99,121,,,,,40,701,Mist,mist,50n
1552129200,2019-03-09 11:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,27.97,27.97,26.13,29.71,1012,,,86,1.99,142,,,,,90,701,Mist,mist,50n
1552132800,2019-03-09 12:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.38,25.23,26.73,30.58,1011,,,85,3,134,,,,,90,701,Mist,mist,50n
1552136400,2019-03-09 13:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,28.98,25.9,27.14,30.72,1009,,,85,3,137,,,,,90,701,Mist,mist,50d
1552140000,2019-03-09 14:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.34,30.34,28.99,32.05,1008,,,84,1.99,125,,,,,90,701,Mist,mist,50d
1552143600,2019-03-09 15:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.3,31.3,30,33.12,1008,,,82,1.99,91,,,,,90,701,Mist,mist,50d
1552147200,2019-03-09 16:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.47,29.86,31.05,34.25,1005,,,80,3,80,,,,,90,701,Mist,mist,50d
1552150800,2019-03-09 17:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,34.52,30.02,32.77,36.55,1004,,,77,5.01,115,,,,,90,701,Mist,mist,50d
1552154400,2019-03-09 18:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36,31.77,34.72,37.98,1003,,,73,5.01,114,,,,,90,804,Clouds,overcast clouds,04d
1552158000,2019-03-09 19:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.66,34.59,35.22,38.37,1002,,,71,3,81,0.25,,,,90,500,Rain,light rain,10d
1552161600,2019-03-09 20:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,36.77,36.77,35.35,38.55,1000,,,71,1.01,28,0.51,,,,90,500,Rain,light rain,10d
1552165200,2019-03-09 21:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,35.62,35.62,33.76,37.78,999,,,78,1.99,99,1.19,0.8,,,90,501,Rain,moderate rain,10d
1552168800,2019-03-09 22:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,34.7,34.7,32.77,36.37,998,,,85,1.01,59,2.42,,,,90,501,Rain,moderate rain,10d
1552172400,2019-03-09 23:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.6,28.15,32.49,35.11,998,,,88,5.99,133,0.86,,,,90,500,Rain,light rain,10d
1552176000,2019-03-10 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.21,30.69,32.07,34.38,998,,,90,3,123,0.99,,,,90,701,Mist,mist,50d
1552176000,2019-03-10 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.21,30.69,32.07,34.38,998,,,90,3,123,0.99,,,,90,500,Rain,light rain,10d
1552176000,2019-03-10 00:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,33.21,30.69,32.07,34.38,998,,,90,3,123,0.99,,,,90,600,Snow,light snow,13d
1552179600,2019-03-10 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.52,29.91,31.37,34.18,999,,,93,3,110,,,0.5,,90,601,Snow,snow,13n
1552179600,2019-03-10 01:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.52,29.91,31.37,34.18,999,,,93,3,110,,,0.5,,90,741,Fog,fog,50n
1552183200,2019-03-10 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.25,32.25,30.76,33.57,999,,,93,1.01,54,,,0.99,,90,601,Snow,snow,13n
1552183200,2019-03-10 02:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,32.25,32.25,30.76,33.57,999,,,93,1.01,54,,,0.99,,90,701,Mist,mist,50n
1552186800,2019-03-10 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.86,31.86,30.15,33.57,999,,,92,1.01,80,,,0.91,6.1,90,601,Snow,snow,13n
1552186800,2019-03-10 03:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.86,31.86,30.15,33.57,999,,,92,1.01,80,,,0.91,6.1,90,701,Mist,mist,50n
1552190400,2019-03-10 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.3,24.71,29.71,33.3,1000,,,93,6.91,70,,,0.83,,90,601,Snow,snow,13n
1552190400,2019-03-10 04:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,31.3,24.71,29.71,33.3,1000,,,93,6.91,70,,,0.83,,90,701,Mist,mist,50n
1552194000,2019-03-10 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.78,30.78,29.14,32.56,1000,,,93,1.01,28,,,0.49,,90,600,Snow,light snow,13n
1552194000,2019-03-10 05:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.78,30.78,29.14,32.56,1000,,,93,1.01,28,,,0.49,,90,701,Mist,mist,50n
1552197600,2019-03-10 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.52,30.52,29.14,32.38,1000,,,93,1.01,331,,,0.3,,90,600,Snow,light snow,13n
1552197600,2019-03-10 06:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.52,30.52,29.14,32.38,1000,,,93,1.01,331,,,0.3,,90,701,Mist,mist,50n
1552201200,2019-03-10 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.4,30.4,29.14,31.75,1001,,,93,1.01,316,,,0.3,,90,600,Snow,light snow,13n
1552201200,2019-03-10 07:00:00 +0000 UTC,-21600,Minnehaha Falls,44.915331,-93.211001,30.4,30.4,29.14,31.75,1001,,,93,1.01,316,,,0.3,,90,701,Mist,mist,50n
1552204800,2019-03-10 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,30.51,30.51,29.14,32.11,1001,,,94,1.01,267,,,0.25,,90,600,Snow,light snow,13n
1552204800,2019-03-10 08:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,30.51,30.51,29.14,32.11,1001,,,94,1.01,267,,,0.25,,90,701,Mist,mist,50n
1552208400,2019-03-10 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,31.14,31.14,29.71,32.5,1002,,,94,1.01,284,,,0.8,1.8,90,601,Snow,snow,13n
1552208400,2019-03-10 09:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,31.14,31.14,29.71,32.5,1002,,,94,1.01,284,,,0.8,1.8,90,701,Mist,mist,50n
1552212000,2019-03-10 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,30.6,27.73,28.24,33.39,1003,,,93,3,259,,,0.25,,90,600,Snow,light snow,13n
1552212000,2019-03-10 10:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,30.6,27.73,28.24,33.39,1003,,,93,3,259,,,0.25,,90,701,Mist,mist,50n
1552215600,2019-03-10 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,28.35,20.39,26.19,30.88,1005,,,92,8.01,338,,,0.16,,90,600,Snow,light snow,13n
1552215600,2019-03-10 11:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,28.35,20.39,26.19,30.88,1005,,,92,8.01,338,,,0.16,,90,701,Mist,mist,50n
1552219200,2019-03-10 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,27.1,18.25,24.26,29.37,1007,,,91,8.99,346,,,0.25,,90,600,Snow,light snow,13n
1552219200,2019-03-10 12:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,27.1,18.25,24.26,29.37,1007,,,91,8.99,346,,,0.25,,90,701,Mist,mist,50n
1552222800,2019-03-10 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,25.79,18.01,23.23,28.78,1008,,,90,7,348,,,0.25,,75,600,Snow,light snow,13d
1552222800,2019-03-10 13:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,25.79,18.01,23.23,28.78,1008,,,90,7,348,,,0.25,,75,701,Mist,mist,50d
1552226400,2019-03-10 14:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,25.18,15.28,23.18,27.37,1010,,,89,10,355,,,,,90,721,Haze,haze,50d
1552230000,2019-03-10 15:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,25.43,18.41,23.18,27.28,1011,,,86,5.99,18,,,0.25,,75,600,Snow,light snow,13d
1552233600,2019-03-10 16:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,26.44,16.83,23.18,28.89,1013,,,81,10,5,,,0.25,,20,600,Snow,light snow,13d
1552237200,2019-03-10 17:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,27.79,17.49,26.22,30.25,1014,,,79,11.99,334,,,0.25,,40,600,Snow,light snow,13d
1552240800,2019-03-10 18:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,28.58,20.68,26.83,30.99,1015,,,73,8.01,333,,,0.25,,20,600,Snow,light snow,13d
1552244400,2019-03-10 19:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,29.84,20.53,27.18,32.31,1016,,,68,11.01,340,,,0.56,,20,601,Snow,snow,13d
1552248000,2019-03-10 20:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,29.91,21.15,27.14,32.11,1017,,,65,10,339,,,0.42,,1,600,Snow,light snow,13d
1552251600,2019-03-10 21:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,29.73,20.91,26.94,32.11,1018,,,64,10,296,,,0.51,,1,601,Snow,snow,13d
1552255200,2019-03-10 22:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,29.35,20.44,26.94,31.1,1019,,,63,10,318,,,0.25,,1,600,Snow,light snow,13d
1552258800,2019-03-10 23:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,27.82,19.76,25.75,29.88,1020,,,64,8.01,307,,,0.25,,1,600,Snow,light snow,13d
1552262400,2019-03-11 00:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,25.3,14.36,23.76,27.88,1021,,,67,11.99,311,,,,,1,800,Clear,sky is clear,01d
1552266000,2019-03-11 01:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,23.27,16.81,21.54,25.18,1021,,,71,5.01,298,,,,,1,800,Clear,sky is clear,01n
1552269600,2019-03-11 02:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,21.69,13.95,18.77,23.4,1023,,,73,5.99,297,,,,,1,800,Clear,sky is clear,01n
1552273200,2019-03-11 03:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,20.48,13.53,17.76,21.99,1023,,,75,5.01,298,,,,,1,800,Clear,sky is clear,01n
1552276800,2019-03-11 04:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,19.08,7.09,16.77,20.88,1024,,,76,11.01,306,,,,,1,800,Clear,sky is clear,01n
1552280400,2019-03-11 05:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,17.74,8.31,15.46,19.78,1025,,,76,7,294,,,,,1,800,Clear,sky is clear,01n
1552284000,2019-03-11 06:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,16.77,9.18,14.45,18,1025,,,77,5.01,290,,,,,1,800,Clear,sky is clear,01n
1552287600,2019-03-11 07:00:00 +0000 UTC,-18000,Minnehaha Falls,44.915331,-93.211001,15.71,15.71,13.5,17.4,1026,,,79,1.01,331,,,,,1,800,Clear,sky is clear,01n
